order_id,order_date,promised_date,carrier_id,delivery_date,delivered_late
330,2024-08-07,2024-08-12,2,2024-08-12,False
331,2024-04-03,2024-04-08,4,2024-04-08,False
332,2024-04-12,2024-04-15,1,2024-04-15,False
333,2024-08-10,2024-08-17,3,2024-08-17,False
334,2024-07-04,2024-07-09,4,2024-07-11,True
335,2024-07-02,2024-07-05,1,2024-07-05,False
336,2024-06-10,2024-06-13,2,2024-06-13,False
337,2024-09-03,2024-09-06,3,2024-09-06,False
338,2024-01-31,2024-02-07,5,2024-02-07,False
339,2024-02-21,2024-02-26,1,2024-02-26,False
340,2024-12-10,2024-12-13,5,2024-12-13,False
341,2024-03-16,2024-03-19,3,2024-03-23,True
342,2024-10-04,2024-10-09,1,2024-10-11,True
343,2024-02-09,2024-02-14,1,2024-02-14,False
344,2024-04-10,2024-04-15,3,2024-04-17,True
345,2024-04-20,2024-04-23,2,2024-04-23,False
346,2024-11-16,2024-11-19,1,2024-11-19,False
347,2024-09-05,2024-09-10,3,2024-09-10,False
348,2024-07-09,2024-07-16,4,2024-07-16,False
349,2024-06-30,2024-07-03,5,2024-07-03,False
350,2024-11-30,2024-12-05,1,2024-12-07,True
351,2024-07-27,2024-08-01,4,2024-08-01,False
352,2024-01-22,2024-01-27,1,2024-01-27,False
353,2024-06-14,2024-06-17,2,2024-06-17,False
354,2024-04-08,2024-04-15,3,2024-04-15,False
355,2024-07-26,2024-07-31,1,2024-08-03,True
356,2024-01-08,2024-01-13,3,2024-01-13,False
357,2024-07-08,2024-07-11,1,2024-07-11,False
358,2024-06-23,2024-06-26,2,2024-06-26,False
359,2024-09-29,2024-10-02,2,2024-10-05,True
360,2024-01-17,2024-01-22,4,2024-01-22,False
361,2024-03-30,2024-04-02,2,2024-04-02,False
362,2024-05-20,2024-05-25,3,2024-05-25,False
363,2024-05-24,2024-05-27,2,2024-05-27,False
364,2024-06-14,2024-06-19,1,2024-06-19,False
365,2024-12-02,2024-12-07,2,2024-12-11,True
366,2024-03-18,2024-03-21,3,2024-03-22,True
367,2024-09-18,2024-09-21,1,2024-09-21,False
368,2024-06-11,2024-06-14,4,2024-06-14,False
369,2024-01-14,2024-01-19,4,2024-01-19,False
370,2024-08-26,2024-08-31,4,2024-08-31,False
371,2024-03-12,2024-03-15,1,2024-03-15,False
372,2024-05-22,2024-05-27,4,2024-05-30,True
373,2024-11-05,2024-11-08,2,2024-11-08,False
374,2024-10-09,2024-10-12,1,2024-10-12,False
375,2024-09-25,2024-09-28,1,2024-09-28,False
376,2024-08-28,2024-09-04,1,2024-09-04,False
377,2024-09-01,2024-09-04,5,2024-09-04,False
378,2024-06-11,2024-06-14,3,2024-06-14,False
379,2024-02-29,2024-03-03,5,2024-03-03,False
380,2024-01-06,2024-01-09,5,2024-01-13,True
381,2024-07-15,2024-07-20,5,2024-07-22,True
382,2024-02-27,2024-03-01,3,2024-03-01,False
383,2024-10-31,2024-11-03,5,2024-11-03,False
384,2024-08-04,2024-08-09,4,2024-08-10,True
385,2024-01-26,2024-01-29,1,2024-01-29,False
386,2024-10-29,2024-11-03,1,2024-11-03,False
387,2024-01-05,2024-01-10,2,2024-01-13,True
388,2024-01-20,2024-01-23,4,2024-01-23,False
389,2024-07-16,2024-07-21,3,2024-07-21,False
390,2024-02-28,2024-03-02,1,2024-03-02,False
391,2024-08-29,2024-09-03,5,2024-09-03,False
392,2024-05-25,2024-05-30,2,2024-05-30,False
393,2024-09-29,2024-10-02,2,2024-10-02,False
394,2024-09-05,2024-09-10,1,2024-09-10,False
395,2024-01-14,2024-01-21,4,2024-01-21,False
396,2024-01-13,2024-01-20,2,2024-01-20,False
397,2024-02-13,2024-02-18,1,2024-02-18,False
398,2024-01-19,2024-01-24,4,2024-01-24,False
399,2024-03-03,2024-03-06,1,2024-03-06,False
400,2024-08-26,2024-08-29,1,2024-08-29,False
401,2024-12-02,2024-12-07,4,2024-12-07,False
402,2024-04-09,2024-04-12,4,2024-04-12,False
403,2024-06-11,2024-06-18,4,2024-06-18,False
404,2024-05-01,2024-05-04,1,2024-05-04,False
405,2024-02-13,2024-02-16,2,2024-02-16,False
406,2024-12-25,2024-12-28,3,2024-12-28,False
407,2024-11-12,2024-11-19,3,2024-11-19,False
408,2024-05-24,2024-05-29,1,2024-05-29,False
409,2024-11-22,2024-11-27,1,2024-11-27,False
410,2024-12-28,2024-12-31,2,2025-01-02,True
411,2024-02-19,2024-02-26,4,2024-02-26,False
412,2024-03-05,2024-03-08,1,2024-03-08,False
413,2024-12-20,2024-12-27,5,2024-12-27,False
414,2024-10-14,2024-10-19,4,2024-10-19,False
415,2024-06-12,2024-06-15,1,2024-06-15,False
416,2024-05-20,2024-05-25,5,2024-05-25,False
417,2024-11-09,2024-11-14,2,2024-11-14,False
418,2024-05-07,2024-05-10,5,2024-05-12,True
419,2024-08-26,2024-09-02,1,2024-09-02,False
420,2024-11-19,2024-11-24,3,2024-11-24,False
421,2024-10-22,2024-10-25,1,2024-10-25,False
422,2024-07-05,2024-07-08,3,2024-07-08,False
423,2024-07-26,2024-07-31,2,2024-08-01,True
424,2024-08-07,2024-08-12,2,2024-08-12,False
425,2024-07-08,2024-07-13,4,2024-07-13,False
426,2024-12-11,2024-12-16,4,2024-12-16,False
427,2024-10-10,2024-10-15,3,2024-10-15,False
428,2024-12-17,2024-12-24,3,2024-12-24,False
429,2024-08-24,2024-08-29,2,2024-08-29,False
430,2024-07-12,2024-07-19,5,2024-07-23,True
431,2024-10-13,2024-10-16,3,2024-10-16,False
432,2024-09-15,2024-09-18,3,2024-09-18,False
433,2024-09-02,2024-09-05,5,2024-09-05,False
434,2024-05-15,2024-05-20,4,2024-05-20,False
435,2024-10-06,2024-10-13,4,2024-10-13,False
436,2024-09-27,2024-09-30,3,2024-09-30,False
437,2024-06-19,2024-06-22,4,2024-06-23,True
438,2024-06-07,2024-06-14,4,2024-06-14,False
439,2024-07-19,2024-07-22,4,2024-07-25,True
440,2024-02-14,2024-02-19,2,2024-02-23,True
441,2024-09-20,2024-09-25,1,2024-09-25,False
442,2024-03-11,2024-03-18,3,2024-03-22,True
443,2024-12-29,2025-01-01,3,2025-01-01,False
444,2024-04-12,2024-04-15,2,2024-04-15,False
445,2024-05-04,2024-05-09,1,2024-05-09,False
446,2024-11-08,2024-11-15,1,2024-11-15,False
447,2024-10-12,2024-10-17,2,2024-10-17,False
448,2024-08-17,2024-08-20,5,2024-08-20,False
449,2024-05-25,2024-05-30,5,2024-05-30,False
450,2024-07-15,2024-07-22,1,2024-07-25,True
451,2024-08-08,2024-08-15,5,2024-08-15,False
452,2024-02-29,2024-03-07,5,2024-03-07,False
453,2024-04-07,2024-04-10,5,2024-04-10,False
454,2024-06-19,2024-06-22,1,2024-06-22,False
455,2024-06-21,2024-06-26,5,2024-06-26,False
456,2024-05-30,2024-06-06,3,2024-06-06,False
457,2024-12-15,2024-12-18,1,2024-12-18,False
458,2024-05-01,2024-05-04,2,2024-05-04,False
459,2024-04-17,2024-04-22,5,2024-04-26,True
460,2024-01-04,2024-01-07,4,2024-01-07,False
461,2024-04-02,2024-04-05,1,2024-04-05,False
462,2024-01-06,2024-01-11,2,2024-01-11,False
463,2024-10-14,2024-10-19,3,2024-10-19,False
464,2024-04-15,2024-04-20,2,2024-04-24,True
465,2024-05-25,2024-05-28,5,2024-05-28,False
466,2024-09-27,2024-10-02,4,2024-10-02,False
467,2024-04-05,2024-04-10,5,2024-04-10,False
468,2024-08-16,2024-08-21,2,2024-08-22,True
469,2024-07-20,2024-07-25,1,2024-07-25,False
470,2024-07-30,2024-08-02,4,2024-08-02,False
471,2024-01-06,2024-01-09,4,2024-01-09,False
472,2024-04-21,2024-04-24,2,2024-04-24,False
473,2024-11-18,2024-11-21,5,2024-11-21,False
474,2024-04-15,2024-04-20,2,2024-04-20,False
475,2024-05-18,2024-05-25,4,2024-05-25,False
476,2024-10-25,2024-10-30,2,2024-11-01,True
477,2024-04-05,2024-04-10,4,2024-04-10,False
478,2024-12-02,2024-12-05,5,2024-12-07,True
479,2024-10-23,2024-10-28,1,2024-10-28,False
480,2024-08-01,2024-08-04,1,2024-08-04,False
481,2024-10-17,2024-10-20,2,2024-10-20,False
482,2024-01-22,2024-01-25,4,2024-01-25,False
483,2024-07-11,2024-07-16,1,2024-07-16,False
484,2024-05-29,2024-06-05,4,2024-06-05,False
485,2024-09-03,2024-09-06,5,2024-09-07,True
486,2024-09-23,2024-09-26,2,2024-09-30,True
487,2024-09-07,2024-09-12,4,2024-09-12,False
488,2024-01-03,2024-01-06,2,2024-01-06,False
489,2024-11-11,2024-11-18,4,2024-11-18,False
490,2024-03-16,2024-03-21,4,2024-03-21,False
491,2024-03-27,2024-04-03,5,2024-04-03,False
492,2024-09-26,2024-10-01,2,2024-10-01,False
493,2024-08-12,2024-08-17,3,2024-08-17,False
494,2024-01-18,2024-01-23,4,2024-01-23,False
495,2024-04-22,2024-04-27,4,2024-04-27,False
496,2024-09-07,2024-09-12,1,2024-09-12,False
497,2024-08-20,2024-08-23,2,2024-08-23,False
498,2024-11-24,2024-11-29,3,2024-11-29,False
499,2024-10-05,2024-10-10,5,2024-10-10,False
500,2024-07-20,2024-07-27,3,2024-07-27,False
501,2024-03-23,2024-03-28,5,2024-03-28,False
502,2024-05-04,2024-05-09,3,2024-05-09,False
503,2024-06-23,2024-06-26,3,2024-06-28,True
504,2024-03-09,2024-03-14,2,2024-03-14,False
505,2024-02-16,2024-02-21,1,2024-02-21,False
506,2024-09-12,2024-09-19,3,2024-09-19,False
507,2024-08-02,2024-08-09,4,2024-08-09,False
508,2024-01-30,2024-02-02,4,2024-02-06,True
509,2024-10-07,2024-10-14,4,2024-10-14,False
510,2024-08-24,2024-08-27,1,2024-08-27,False
511,2024-09-04,2024-09-07,3,2024-09-07,False
512,2024-01-25,2024-01-30,5,2024-01-30,False
513,2024-03-14,2024-03-17,5,2024-03-17,False
514,2024-07-24,2024-07-29,2,2024-07-29,False
515,2024-11-09,2024-11-12,1,2024-11-12,False
516,2024-04-03,2024-04-06,3,2024-04-06,False
