order_id,region,carrier_name,sla_days,delivered_late
247,Sudeste,BrasilExpress,7,False
248,Sudeste,TransLog,3,False
249,Sudeste,BrasilExpress,5,False
250,Sudeste,TransLog,3,False
251,Sudeste,SulCargo,7,True
252,Sul,RápidoX,5,False
253,Sudeste,EntregaJá,3,False
254,Sudeste,BrasilExpress,3,True
255,Sudeste,BrasilExpress,3,False
256,Sudeste,SulCargo,7,False
257,Sudeste,BrasilExpress,3,False
258,Centro-Oeste,TransLog,5,False
259,Sudeste,TransLog,5,True
260,Nordeste,RápidoX,7,False
261,Sudeste,RápidoX,3,False
262,Nordeste,RápidoX,5,False
263,Centro-Oeste,TransLog,5,False
264,Sudeste,RápidoX,5,True
265,Nordeste,RápidoX,3,True
266,Sudeste,TransLog,3,False
267,Nordeste,SulCargo,3,False
268,Sudeste,BrasilExpress,5,False
269,Sudeste,EntregaJá,3,False
270,Sudeste,TransLog,5,True
271,Sudeste,TransLog,3,False
272,Sudeste,EntregaJá,7,False
273,Sul,EntregaJá,7,False
274,Sul,RápidoX,5,False
275,Nordeste,EntregaJá,3,False
276,Sudeste,BrasilExpress,3,True
277,Sudeste,BrasilExpress,3,False
278,Sul,BrasilExpress,3,False
279,Sudeste,BrasilExpress,5,True
280,Sul,BrasilExpress,5,False
281,Nordeste,RápidoX,7,False
282,Centro-Oeste,TransLog,3,False
283,Sudeste,EntregaJá,5,True
284,Norte,TransLog,5,False
285,Sudeste,EntregaJá,5,False
286,Sul,RápidoX,3,False
287,Sudeste,RápidoX,5,False
288,Sudeste,SulCargo,5,True
289,Nordeste,SulCargo,5,False
290,Nordeste,RápidoX,7,False
291,Sul,RápidoX,3,False
292,Sul,EntregaJá,3,False
293,Sul,RápidoX,5,False
294,Nordeste,TransLog,5,False
295,Nordeste,EntregaJá,3,False
296,Sul,RápidoX,5,True
297,Sudeste,EntregaJá,7,False
298,Sudeste,EntregaJá,7,False
299,Sul,BrasilExpress,3,False
300,Sul,SulCargo,7,False
301,Sul,EntregaJá,5,False
302,Sudeste,EntregaJá,5,False
303,Sudeste,BrasilExpress,5,False
304,Nordeste,RápidoX,7,False
305,Sul,EntregaJá,5,False
306,Sudeste,BrasilExpress,3,False
307,Sudeste,TransLog,5,False
308,Sudeste,BrasilExpress,5,False
309,Sudeste,SulCargo,3,False
310,Centro-Oeste,SulCargo,7,False
311,Sudeste,RápidoX,5,False
312,Sul,RápidoX,5,True
313,Nordeste,SulCargo,3,False
314,Sul,SulCargo,5,False
315,Nordeste,EntregaJá,3,False
316,Centro-Oeste,SulCargo,3,True
317,Sul,RápidoX,5,False
318,Sudeste,SulCargo,5,False
319,Sudeste,RápidoX,5,False
320,Sul,TransLog,3,False
321,Sudeste,SulCargo,5,False
322,Sul,RápidoX,3,False
323,Sul,BrasilExpress,7,False
324,Nordeste,EntregaJá,5,False
325,Norte,RápidoX,5,False
326,Sudeste,SulCargo,3,False
327,Sudeste,SulCargo,3,False
328,Centro-Oeste,TransLog,7,False
329,Sudeste,BrasilExpress,3,False
330,Sul,RápidoX,5,False
331,Sudeste,BrasilExpress,5,False
332,Centro-Oeste,TransLog,3,False
333,Nordeste,EntregaJá,7,False
334,Sudeste,BrasilExpress,5,True
335,Centro-Oeste,TransLog,3,False
336,Sul,RápidoX,3,False
337,Sudeste,EntregaJá,3,False
338,Sul,SulCargo,7,False
339,Sudeste,TransLog,5,False
340,Sul,SulCargo,3,False
341,Sul,EntregaJá,3,True
342,Nordeste,TransLog,5,True
343,Sudeste,TransLog,5,False
344,Norte,EntregaJá,5,True
345,Sudeste,RápidoX,3,False
346,Nordeste,TransLog,3,False
347,Sudeste,EntregaJá,5,False
348,Sul,BrasilExpress,7,False
349,Sudeste,SulCargo,3,False
350,Sudeste,TransLog,5,True
351,Sul,BrasilExpress,5,False
352,Sudeste,TransLog,5,False
353,Sul,RápidoX,3,False
354,Sudeste,EntregaJá,7,False
355,Norte,TransLog,5,True
356,Nordeste,EntregaJá,5,False
357,Sudeste,TransLog,3,False
358,Sul,RápidoX,3,False
359,Sudeste,RápidoX,3,True
360,Sudeste,BrasilExpress,5,False
361,Sul,RápidoX,3,False
362,Sudeste,EntregaJá,5,False
363,Sudeste,RápidoX,3,False
364,Sudeste,TransLog,5,False
365,Sul,RápidoX,5,True
366,Norte,EntregaJá,3,True
367,Sudeste,TransLog,3,False
368,Sudeste,BrasilExpress,3,False
369,Centro-Oeste,BrasilExpress,5,False
370,Sudeste,BrasilExpress,5,False
371,Centro-Oeste,TransLog,3,False
372,Norte,BrasilExpress,5,True
373,Sudeste,RápidoX,3,False
374,Centro-Oeste,TransLog,3,False
375,Sudeste,TransLog,3,False
376,Sudeste,TransLog,7,False
377,Sudeste,SulCargo,3,False
378,Centro-Oeste,EntregaJá,3,False
379,Sul,SulCargo,3,False
380,Sudeste,SulCargo,3,True
381,Norte,SulCargo,5,True
382,Sudeste,EntregaJá,3,False
383,Sudeste,SulCargo,3,False
384,Sul,BrasilExpress,5,True
385,Sul,TransLog,3,False
386,Centro-Oeste,TransLog,5,False
387,Norte,RápidoX,5,True
388,Sudeste,BrasilExpress,3,False
389,Norte,EntregaJá,5,False
390,Centro-Oeste,TransLog,3,False
391,Sudeste,SulCargo,5,False
392,Sudeste,RápidoX,5,False
393,Sudeste,RápidoX,3,False
394,Sul,TransLog,5,False
395,Nordeste,BrasilExpress,7,False
396,Sudeste,RápidoX,7,False
397,Centro-Oeste,TransLog,5,False
398,Sudeste,BrasilExpress,5,False
399,Sudeste,TransLog,3,False
400,Sul,TransLog,3,False
401,Sudeste,BrasilExpress,5,False
402,Sudeste,BrasilExpress,3,False
403,Sudeste,BrasilExpress,7,False
404,Sudeste,TransLog,3,False
405,Sudeste,RápidoX,3,False
406,Nordeste,EntregaJá,3,False
407,Sudeste,EntregaJá,7,False
408,Nordeste,TransLog,5,False
409,Sul,TransLog,5,False
410,Sudeste,RápidoX,3,True
411,Sul,BrasilExpress,7,False
412,Sudeste,TransLog,3,False
413,Centro-Oeste,SulCargo,7,False
414,Norte,BrasilExpress,5,False
415,Nordeste,TransLog,3,False
416,Nordeste,SulCargo,5,False
417,Nordeste,RápidoX,5,False
418,Norte,SulCargo,3,True
419,Nordeste,TransLog,7,False
420,Nordeste,EntregaJá,5,False
421,Sudeste,TransLog,3,False
422,Centro-Oeste,EntregaJá,3,False
423,Sul,RápidoX,5,True
424,Sul,RápidoX,5,False
425,Sudeste,BrasilExpress,5,False
426,Sudeste,BrasilExpress,5,False
427,Sudeste,EntregaJá,5,False
428,Sudeste,EntregaJá,7,False
429,Sul,RápidoX,5,False
430,Sudeste,SulCargo,7,True
431,Sul,EntregaJá,3,False
432,Nordeste,EntregaJá,3,False
433,Sul,SulCargo,3,False
434,Sudeste,BrasilExpress,5,False
435,Sudeste,BrasilExpress,7,False
436,Sudeste,EntregaJá,3,False
437,Sul,BrasilExpress,3,True
438,Sul,BrasilExpress,7,False
439,Sudeste,BrasilExpress,3,True
440,Centro-Oeste,RápidoX,5,True
441,Sudeste,TransLog,5,False
442,Sudeste,EntregaJá,7,True
443,Sudeste,EntregaJá,3,False
444,Sul,RápidoX,3,False
445,Sudeste,TransLog,5,False
446,Sudeste,TransLog,7,False
447,Sudeste,RápidoX,5,False
448,Centro-Oeste,SulCargo,3,False
449,Norte,SulCargo,5,False
450,Sudeste,TransLog,7,True
451,Centro-Oeste,SulCargo,7,False
452,Sul,SulCargo,7,False
453,Sudeste,SulCargo,3,False
454,Sul,TransLog,3,False
455,Sul,SulCargo,5,False
456,Sul,EntregaJá,7,False
457,Sul,TransLog,3,False
458,Sul,RápidoX,3,False
459,Sul,SulCargo,5,True
460,Centro-Oeste,BrasilExpress,3,False
461,Centro-Oeste,TransLog,3,False
462,Nordeste,RápidoX,5,False
463,Sul,EntregaJá,5,False
464,Nordeste,RápidoX,5,True
465,Sul,SulCargo,3,False
466,Sudeste,BrasilExpress,5,False
467,Sudeste,SulCargo,5,False
468,Sudeste,RápidoX,5,True
469,Nordeste,TransLog,5,False
470,Sudeste,BrasilExpress,3,False
471,Sudeste,BrasilExpress,3,False
472,Nordeste,RápidoX,3,False
473,Sudeste,SulCargo,3,False
474,Sudeste,RápidoX,5,False
475,Sudeste,BrasilExpress,7,False
476,Sul,RápidoX,5,True
477,Sudeste,BrasilExpress,5,False
478,Centro-Oeste,SulCargo,3,True
479,Sudeste,TransLog,5,False
480,Sudeste,TransLog,3,False
481,Nordeste,RápidoX,3,False
482,Sul,BrasilExpress,3,False
483,Sul,TransLog,5,False
484,Norte,BrasilExpress,7,False
485,Sudeste,SulCargo,3,True
486,Sudeste,RápidoX,3,True
487,Sudeste,BrasilExpress,5,False
488,Sudeste,RápidoX,3,False
489,Sudeste,BrasilExpress,7,False
490,Sudeste,BrasilExpress,5,False
491,Sudeste,SulCargo,7,False
492,Sul,RápidoX,5,False
493,Sudeste,EntregaJá,5,False
494,Sudeste,BrasilExpress,5,False
495,Centro-Oeste,BrasilExpress,5,False
496,Sudeste,TransLog,5,False
497,Nordeste,RápidoX,3,False
498,Nordeste,EntregaJá,5,False
499,Sudeste,SulCargo,5,False
500,Sul,EntregaJá,7,False
501,Sudeste,SulCargo,5,False
502,Nordeste,EntregaJá,5,False
503,Sudeste,EntregaJá,3,True
504,Sudeste,RápidoX,5,False
505,Centro-Oeste,TransLog,5,False
506,Nordeste,EntregaJá,7,False
507,Nordeste,BrasilExpress,7,False
508,Nordeste,BrasilExpress,3,True
509,Sudeste,BrasilExpress,7,False
510,Sudeste,TransLog,3,False
511,Sudeste,EntregaJá,3,False
512,Sudeste,SulCargo,5,False
513,Centro-Oeste,SulCargo,3,False
514,Norte,RápidoX,5,False
515,Sudeste,TransLog,3,False
516,Sul,EntregaJá,3,False
517,Centro-Oeste,BrasilExpress,5,False
518,Nordeste,TransLog,5,False
519,Sudeste,TransLog,7,False
520,Nordeste,EntregaJá,5,True
521,Sudeste,RápidoX,5,False
522,Sul,RápidoX,3,False
523,Sudeste,RápidoX,3,True
524,Centro-Oeste,BrasilExpress,3,False
525,Nordeste,BrasilExpress,5,False
526,Sudeste,EntregaJá,5,False
527,Sudeste,RápidoX,5,True
528,Sudeste,EntregaJá,5,False
529,Nordeste,RápidoX,5,False
530,Sul,TransLog,3,False
531,Sudeste,SulCargo,3,True
532,Sudeste,SulCargo,7,False
533,Nordeste,RápidoX,5,False
534,Sudeste,EntregaJá,7,False
535,Sudeste,BrasilExpress,3,False
536,Sul,RápidoX,7,False
537,Sul,RápidoX,3,False
538,Sudeste,BrasilExpress,3,False
539,Sudeste,RápidoX,7,False
540,Sudeste,TransLog,3,True
541,Nordeste,BrasilExpress,5,True
542,Centro-Oeste,TransLog,3,False
543,Nordeste,SulCargo,5,False
544,Sul,BrasilExpress,7,False
545,Sudeste,BrasilExpress,3,False
546,Sudeste,EntregaJá,5,False
547,Nordeste,EntregaJá,3,True
548,Sul,BrasilExpress,5,False
549,Sudeste,SulCargo,3,True
550,Sudeste,RápidoX,3,False
551,Sudeste,EntregaJá,3,True
552,Sul,SulCargo,3,False
553,Norte,SulCargo,7,False
554,Sudeste,EntregaJá,3,False
555,Norte,RápidoX,3,True
556,Sudeste,EntregaJá,5,False
557,Nordeste,SulCargo,3,False
558,Sudeste,TransLog,5,False
559,Nordeste,EntregaJá,7,False
560,Sudeste,SulCargo,5,False
561,Sul,EntregaJá,7,False
562,Sudeste,SulCargo,5,False
563,Centro-Oeste,RápidoX,3,False
564,Sudeste,SulCargo,5,False
565,Norte,BrasilExpress,5,False
566,Sudeste,TransLog,5,False
567,Sul,SulCargo,7,False
568,Centro-Oeste,EntregaJá,5,True
569,Sudeste,EntregaJá,7,False
570,Sul,SulCargo,5,False
571,Sul,BrasilExpress,5,False
572,Centro-Oeste,SulCargo,5,True
573,Sul,RápidoX,3,False
574,Sul,BrasilExpress,7,False
575,Sudeste,SulCargo,5,True
576,Nordeste,TransLog,3,False
577,Centro-Oeste,BrasilExpress,3,False
578,Nordeste,SulCargo,5,False
579,Sudeste,TransLog,3,False
580,Nordeste,SulCargo,3,False
581,Sudeste,RápidoX,5,False
582,Sudeste,EntregaJá,3,False
583,Sudeste,SulCargo,5,True
584,Sudeste,BrasilExpress,3,False
585,Sul,SulCargo,3,False
586,Sudeste,SulCargo,5,False
587,Sudeste,SulCargo,5,False
588,Norte,SulCargo,3,False
589,Sudeste,BrasilExpress,3,True
590,Sudeste,BrasilExpress,5,False
591,Sul,SulCargo,3,True
592,Sudeste,EntregaJá,3,True
593,Centro-Oeste,SulCargo,3,False
594,Sul,BrasilExpress,7,False
595,Sul,RápidoX,5,True
596,Sudeste,SulCargo,5,False
597,Sudeste,SulCargo,5,False
598,Sudeste,SulCargo,5,False
599,Sudeste,SulCargo,5,False
600,Sudeste,TransLog,5,False
601,Sudeste,SulCargo,3,False
602,Sudeste,BrasilExpress,5,False
603,Sul,BrasilExpress,5,False
604,Sudeste,TransLog,5,False
605,Sudeste,SulCargo,3,False
606,Sudeste,EntregaJá,3,False
607,Nordeste,SulCargo,5,True
608,Sudeste,BrasilExpress,5,False
609,Nordeste,RápidoX,7,False
610,Norte,RápidoX,3,False
611,Sudeste,EntregaJá,5,False
612,Sudeste,SulCargo,5,False
613,Nordeste,TransLog,7,False
614,Sudeste,SulCargo,5,False
615,Nordeste,EntregaJá,5,False
616,Sul,EntregaJá,5,True
617,Sul,EntregaJá,5,True
618,Sudeste,RápidoX,7,False
619,Sudeste,SulCargo,3,False
620,Nordeste,SulCargo,3,False
621,Sudeste,TransLog,7,True
622,Norte,EntregaJá,5,False
623,Nordeste,EntregaJá,5,False
624,Centro-Oeste,BrasilExpress,5,False
625,Sudeste,BrasilExpress,3,False
626,Centro-Oeste,RápidoX,5,False
627,Sudeste,SulCargo,5,False
628,Centro-Oeste,TransLog,3,False
629,Centro-Oeste,TransLog,3,False
630,Sul,EntregaJá,7,False
631,Sudeste,TransLog,3,False
632,Sul,EntregaJá,7,False
633,Sul,SulCargo,3,False
634,Centro-Oeste,TransLog,5,False
635,Sul,EntregaJá,7,False
636,Nordeste,SulCargo,5,False
637,Nordeste,SulCargo,5,True
638,Nordeste,EntregaJá,5,False
639,Sudeste,EntregaJá,3,False
640,Sul,RápidoX,3,False
641,Sul,SulCargo,7,False
642,Centro-Oeste,EntregaJá,5,False
643,Sudeste,SulCargo,5,False
644,Sudeste,TransLog,3,False
645,Sudeste,BrasilExpress,3,False
646,Sudeste,BrasilExpress,3,False
647,Norte,EntregaJá,5,False
648,Sul,EntregaJá,5,False
649,Centro-Oeste,SulCargo,5,False
650,Sudeste,EntregaJá,7,True
651,Sul,SulCargo,3,False
652,Sudeste,EntregaJá,3,True
653,Sudeste,SulCargo,3,False
654,Nordeste,EntregaJá,5,False
655,Sudeste,RápidoX,3,True
656,Sudeste,SulCargo,7,False
657,Norte,RápidoX,3,True
658,Nordeste,RápidoX,7,False
659,Nordeste,RápidoX,5,False
660,Sul,RápidoX,7,False
661,Sudeste,TransLog,5,False
662,Sudeste,BrasilExpress,7,False
663,Nordeste,TransLog,3,False
664,Sudeste,EntregaJá,5,False
665,Nordeste,EntregaJá,7,False
666,Sul,BrasilExpress,3,False
667,Sul,BrasilExpress,3,False
668,Sul,BrasilExpress,5,False
669,Sudeste,RápidoX,7,False
670,Centro-Oeste,TransLog,5,False
671,Sul,EntregaJá,5,False
672,Sudeste,TransLog,3,True
673,Nordeste,TransLog,3,False
674,Sudeste,TransLog,7,False
675,Sudeste,BrasilExpress,3,False
676,Nordeste,BrasilExpress,5,False
677,Sul,EntregaJá,7,False
678,Nordeste,EntregaJá,3,False
679,Norte,EntregaJá,5,False
680,Sudeste,TransLog,3,False
681,Sudeste,BrasilExpress,5,True
682,Sudeste,RápidoX,3,False
683,Nordeste,TransLog,5,False
684,Sudeste,SulCargo,3,False
685,Sudeste,TransLog,5,False
686,Sudeste,BrasilExpress,5,False
687,Nordeste,SulCargo,3,True
688,Centro-Oeste,TransLog,5,True
689,Nordeste,BrasilExpress,3,False
690,Sul,BrasilExpress,5,False
691,Sudeste,RápidoX,3,False
692,Sudeste,TransLog,5,False
693,Centro-Oeste,BrasilExpress,3,False
694,Sudeste,EntregaJá,5,False
695,Sudeste,BrasilExpress,3,False
696,Centro-Oeste,RápidoX,5,False
697,Sudeste,BrasilExpress,3,False
698,Sudeste,TransLog,7,False
699,Centro-Oeste,TransLog,7,True
700,Sudeste,SulCargo,3,False
701,Sudeste,TransLog,5,False
702,Nordeste,SulCargo,3,False
703,Centro-Oeste,EntregaJá,3,False
704,Sul,RápidoX,5,False
705,Nordeste,EntregaJá,5,True
706,Sudeste,SulCargo,5,False
707,Sudeste,BrasilExpress,3,True
708,Centro-Oeste,BrasilExpress,3,False
709,Centro-Oeste,EntregaJá,3,False
710,Sul,BrasilExpress,5,False
711,Sul,SulCargo,5,False
712,Sudeste,RápidoX,5,True
713,Sudeste,TransLog,3,False
714,Sul,SulCargo,3,False
715,Sudeste,SulCargo,3,True
716,Sudeste,TransLog,3,False
717,Norte,TransLog,3,True
718,Sul,RápidoX,7,True
719,Sudeste,RápidoX,7,False
720,Sudeste,RápidoX,5,False
721,Sul,BrasilExpress,5,True
722,Sul,SulCargo,3,False
723,Sudeste,TransLog,7,False
724,Norte,SulCargo,3,False
725,Sudeste,SulCargo,7,True
726,Nordeste,RápidoX,5,False
727,Centro-Oeste,RápidoX,3,False
728,Sul,SulCargo,7,True
729,Sul,RápidoX,3,False
730,Sudeste,BrasilExpress,5,False
731,Sul,TransLog,5,False
732,Sudeste,SulCargo,3,False
733,Sudeste,TransLog,5,False
734,Sudeste,BrasilExpress,5,False
735,Sudeste,RápidoX,5,False
736,Nordeste,EntregaJá,3,False
737,Nordeste,BrasilExpress,7,False
738,Nordeste,EntregaJá,3,False
739,Sudeste,TransLog,3,False
740,Sul,SulCargo,3,False
741,Nordeste,RápidoX,3,True
742,Sudeste,BrasilExpress,3,False
743,Sudeste,RápidoX,7,False
744,Nordeste,EntregaJá,3,False
745,Sudeste,EntregaJá,3,False
746,Sul,SulCargo,3,False
747,Sul,EntregaJá,5,True
748,Sul,SulCargo,7,False
749,Centro-Oeste,BrasilExpress,3,False
750,Sul,SulCargo,3,False
751,Sudeste,EntregaJá,3,False
752,Sul,TransLog,3,False
753,Sudeste,SulCargo,3,False
754,Nordeste,RápidoX,5,False
755,Norte,TransLog,3,False
756,Sudeste,SulCargo,5,False
757,Nordeste,RápidoX,3,False
758,Sul,TransLog,7,False
759,Sul,SulCargo,7,False
760,Sudeste,BrasilExpress,5,False
761,Nordeste,RápidoX,3,False
762,Sudeste,BrasilExpress,3,True
763,Sudeste,EntregaJá,5,False
764,Sudeste,SulCargo,5,False
765,Sul,SulCargo,5,False
766,Sul,RápidoX,7,True
767,Sudeste,SulCargo,7,False
768,Nordeste,EntregaJá,3,False
